Id,Semester,AcademicLevel,Subject,Campus,Title,Instructors,DeliveryMode,InstructionalFormat,Schedule,Units,Capacity,Enrolled,Status,StartDate,EndDate,Co-LocatesWith,Description
COURSE_SECTION_DEFINITION-3-34558,Summer 2020,Undergraduate,Industrial Design,TBD,INDUS-2320-3 : Investigative Studio: Internship Master Class (online),Vince Law | Martin Low,Online,Studio,Mon/Wed 7:00-10:00PM,0,0,10,Closed,2020-05-26,2020-07-06,GRAPH-3980-3: Internship: Master Class (online) - Original | GRAPH-3980-4: Internship: Master Class (online) - Current | IXDSN-3980-2: Internship: Master Class (online),"Course Description:Investigative Studios are required studios within the Industrial Design Program that are also open to students in other majors. Investigative studios are taken in any order. Content, structure, and focus of these studios varies from semester to semester. Students can sign up for the studios that best fit their schedules and interests.Section Description:This division-wide course will provide students with essential business skills useful for the design professional who is navigating a career path. We will focus first on the external industry landscape as we study the competitive and resource factors that contribute to the creation and capture of value.  Internally, we will learn business concepts related to how modern companies hire and employ resources to optimize their  success. Related is the topic of social good and what the public demands of companies to add social responsibility components to their companies.   These core areas known as business (internal) and corporate (external) strategy will provide students a sharpened picture of where they see themselves initially participating and thriving within the work environment.   Designers have the unique ability to open entrepreneurial businesses either as an aspirational career or as a  “side hustle” to their regular job.  Entrepreneurship from idea to a viable business will be explored.  Touching on innovation, user experience research, legal/accounting topics will be learned and put into simulated businesses as part of the class.   Lastly, we complete the goals for this course by creating the development of a unique professional persona.  Topics such as leadership, deep communication, collaboration and external media presence will be explored.  Though we cannot replace the internship experience, we can offer exposure to the practice of strategy that will provide insight and business skills as students prepare to join the design workforce or strike out on their own.  I warmly welcome you to this inaugural course!"
COURSE_SECTION_DEFINITION-3-34094,Spring 2021,Undergraduate,Industrial Design,TBD,INDUS-2320-4 : IS: Surface Design,Thorina H Rose,Online,Studio,Mon/Thu 7:00-08:25PM,3,4,0,Open,2021-01-25,2021-05-09,ILLUS-3160-1: Tools: Surface Design | FASHN-3200-8: Fashion IS: Surface Design,"Artists have been producing designs, patterns, and many forms of decoration for millennia. This class focuses on image making that is oriented primarily to the areas of the decorative arts, i.e. product design, packaging design, apparel, the home decor industry, and other decorative and design-driven uses.Class projects will be structured around the types of assignments you might be tasked with in your future career. With this in mind, I am delighted to see students who push the boundaries in terms of concept and execution and produce work that is far outside the commercial norm. I relish your ingenuity and ability to surprise me. So please explore and have fun. I encourage you to take risks and learn from the happy accidents!Unlike other illustration courses, we will be making products that detour from traditional 2-dimensional artwork. However, given the constraints of remote-learning, you’ll be fulfilling assignments that will require you to first design, then use photoshop or some other digital means, to simulate three dimensional products. This requires the student to consider scale. The work produced in this class will be created with an eye towards creating a professionally oriented portfolio.Please email trose2&#64;cca.edu if you have any questions about this course!"
COURSE_SECTION_DEFINITION-3-34902,Fall 2020,Undergraduate,Industrial Design,TBD,INDUS-2320-7 : IS: Shoe Design,Caroline de Baere,Online,Studio,Mon/Thu 12:00-03:00PM,3,15,12,Open,2020-09-02,2020-12-15,,"Investigative Studios are required studios within the Industrial Design Program that are also open to students in other majors. Investigative studios are taken in any order. Content, structure, and focus of these studios varies from semester to semester. Students can sign up for the studios that best fit their schedules and interests."
COURSE_SECTION_DEFINITION-3-34095,Spring 2021,Undergraduate,Industrial Design,TBD,INDUS-3000-1 : ID 3: Expressions,John Mauriello,Online,Studio,Thu 4:00-06:55PM,3,12,0,Open,2021-01-25,2021-05-09,,"In Industrial Design 3 students connect their skills and their personal interests while developing their student concepts into workable products. ID 3 is the third in a series of six required design studios for ID majors and is typically taken the first semester of junior year. Students investigate issues such as human factors, need finding, materials exploration, and user/product interaction with a strong emphasis on concept and form excellence. ID 3 is a time of transition from instructor-assigned projects towards encouraging each student to explore their own concepts, develop their own form language, create their own design parameters and prototype their own projects within particular product categories. ID3 is the moment when students begin to proactively drive their process. At the close if this studio, instructors will conduct Exit Interviews to confirm progress and provide guidance in preparation for Junior Review. Skills and knowledge introduced: graphics, business dynamics/value analysis, product development, design writing. Skills and knowledge reinforced: prototyping, sketching, photography, 2D layout, information design, brand, materials, manufacturing, sustainability, industry awareness, individual and group critique, meaning/semantics. Skills developed: modelmaking, 3D form, storytelling, visual presentation, oral presentation, design research, observational research, ideation, brainstorming."
COURSE_SECTION_DEFINITION-3-33056,Fall 2020,Undergraduate,Industrial Design,TBD,INDUS-3000-1 : ID3: Expressions,John Mauriello,Online,Studio,Tue/Fri 4:00-07:00PM,3,12,11,Open,2020-09-02,2020-12-15,,"In Industrial Design 3 students connect their skills and their personal interests while developing their student concepts into workable products. ID 3 is the third in a series of six required design studios for ID majors and is typically taken the first semester of junior year. Students investigate issues such as human factors, need finding, materials exploration, and user/product interaction with a strong emphasis on concept and form excellence. ID 3 is a time of transition from instructor-assigned projects towards encouraging each student to explore their own concepts, develop their own form language, create their own design parameters and prototype their own projects within particular product categories. ID3 is the moment when students begin to proactively drive their process. At the close if this studio, instructors will conduct Exit Interviews to confirm progress and provide guidance in preparation for Junior Review. Skills and knowledge introduced: graphics, business dynamics/value analysis, product development, design writing. Skills and knowledge reinforced: prototyping, sketching, photography, 2D layout, information design, brand, materials, manufacturing, sustainability, industry awareness, individual and group critique, meaning/semantics. Skills developed: modelmaking, 3D form, storytelling, visual presentation, oral presentation, design research, observational research, ideation, brainstorming."
COURSE_SECTION_DEFINITION-3-33057,Fall 2020,Undergraduate,Industrial Design,TBD,INDUS-3000-2 : ID3: Expressions,Raffi Minasian,Online,Studio,Mon/Thu 4:00-07:00PM,3,12,11,Open,2020-09-02,2020-12-15,,"In Industrial Design 3 students connect their skills and their personal interests while developing their student concepts into workable products. ID 3 is the third in a series of six required design studios for ID majors and is typically taken the first semester of junior year. Students investigate issues such as human factors, need finding, materials exploration, and user/product interaction with a strong emphasis on concept and form excellence. ID 3 is a time of transition from instructor-assigned projects towards encouraging each student to explore their own concepts, develop their own form language, create their own design parameters and prototype their own projects within particular product categories. ID3 is the moment when students begin to proactively drive their process. At the close if this studio, instructors will conduct Exit Interviews to confirm progress and provide guidance in preparation for Junior Review. Skills and knowledge introduced: graphics, business dynamics/value analysis, product development, design writing. Skills and knowledge reinforced: prototyping, sketching, photography, 2D layout, information design, brand, materials, manufacturing, sustainability, industry awareness, individual and group critique, meaning/semantics. Skills developed: modelmaking, 3D form, storytelling, visual presentation, oral presentation, design research, observational research, ideation, brainstorming."
COURSE_SECTION_DEFINITION-3-33058,Fall 2020,Undergraduate,Industrial Design,TBD,INDUS-3000-3 : ID3: Expressions,Yeban Shin,Online,Studio,Mon/Thu 4:00-07:00PM,3,12,7,Open,2020-09-02,2020-12-15,,"In Industrial Design 3 students connect their skills and their personal interests while developing their student concepts into workable products. ID 3 is the third in a series of six required design studios for ID majors and is typically taken the first semester of junior year. Students investigate issues such as human factors, need finding, materials exploration, and user/product interaction with a strong emphasis on concept and form excellence. ID 3 is a time of transition from instructor-assigned projects towards encouraging each student to explore their own concepts, develop their own form language, create their own design parameters and prototype their own projects within particular product categories. ID3 is the moment when students begin to proactively drive their process. At the close if this studio, instructors will conduct Exit Interviews to confirm progress and provide guidance in preparation for Junior Review. Skills and knowledge introduced: graphics, business dynamics/value analysis, product development, design writing. Skills and knowledge reinforced: prototyping, sketching, photography, 2D layout, information design, brand, materials, manufacturing, sustainability, industry awareness, individual and group critique, meaning/semantics. Skills developed: modelmaking, 3D form, storytelling, visual presentation, oral presentation, design research, observational research, ideation, brainstorming."
COURSE_SECTION_DEFINITION-3-33059,Fall 2020,Undergraduate,Industrial Design,TBD,INDUS-3040-1 : ID4: Sustainability,Robert Adams,Online,Studio,Mon/Thu 4:00-07:00PM,3,12,7,Open,2020-09-02,2020-12-15,,"In Industrial Design 4 students work towards tangible design solutions while focusing on effecting social change and building an environmentally sustainable design practice. ID4 is the fourth in a series of six required design studios for ID majors and is taken the second semester of junior year. At this level students will be encouraged to develop their own concepts with a heightened awareness of the broader social impacts of their work. In addition they will be introduced to the tools, materials, methods and concepts that will help them build a sustainable design practice including life cycle analysis, &#34;green&#34; materials and technologies and recycling and upcycling processes. ID4 projects often become the key components in their portfolio as they prepare for their internships the following summer."
COURSE_SECTION_DEFINITION-3-34097,Spring 2021,Undergraduate,Industrial Design,TBD,INDUS-3040-2 : ID4: Sustainability,Ian MacColl,Online,Studio,Thu 4:00-06:55PM,3,12,0,Open,2021-01-25,2021-05-09,,"In Industrial Design 4 students work towards tangible design solutions while focusing on effecting social change and building an environmentally sustainable design practice. ID4 is the fourth in a series of six required design studios for ID majors and is taken the second semester of junior year. At this level students will be encouraged to develop their own concepts with a heightened awareness of the broader social impacts of their work. In addition they will be introduced to the tools, materials, methods and concepts that will help them build a sustainable design practice including life cycle analysis, &#34;green&#34; materials and technologies and recycling and upcycling processes. ID4 projects often become the key components in their portfolio as they prepare for their internships the following summer."
COURSE_SECTION_DEFINITION-3-34098,Spring 2021,Undergraduate,Industrial Design,TBD,INDUS-3040-3 : ID4: Sustainability,Robert Adams,Online,Studio,Mon/Thu 5:30-06:55PM,3,12,0,Open,2021-01-25,2021-05-09,,"In Industrial Design 4 students work towards tangible design solutions while focusing on effecting social change and building an environmentally sustainable design practice. ID4 is the fourth in a series of six required design studios for ID majors and is taken the second semester of junior year. At this level students will be encouraged to develop their own concepts with a heightened awareness of the broader social impacts of their work. In addition they will be introduced to the tools, materials, methods and concepts that will help them build a sustainable design practice including life cycle analysis, &#34;green&#34; materials and technologies and recycling and upcycling processes. ID4 projects often become the key components in their portfolio as they prepare for their internships the following summer."
COURSE_SECTION_DEFINITION-3-34099,Spring 2021,Undergraduate,Industrial Design,TBD,INDUS-3600-1 : MH: History of Design,Mara Holt Skov,Online,Seminar,Wed 7:00-08:25PM,3,18,0,Open,2021-01-25,2021-05-09,,"In History of Design students survey the major events, objects, themes and controversies that are the foundation for contemporary practice in Industrial Design. Beginning with the late 19th century English Arts and Crafts movement students study the ideas, individuals and institutions behind the leading movements in modern design. Topics include Arts &amp; Crafts, Art Nouveau, Art and Engineering, the Bauhaus, the emergence of American Industrial Design as a profession, design in post-war Italy, Germany, Japan and the United States, late 20th century Postmodernism, and will conclude with a survey of the state of the profession today. Examples are drawn from industrial products, architectural spaces, graphic images and information systems with a strong emphasis on the cultural context, philosophy, psychology, politics and the arts. Ultimately students will find that the history of design is not only about objects, but more importantly about ideas. Course material includes lectures, class discussion, and writing assignments. Skills reinforced: materials, manufacturing, design research, history of ID, meaning/semantics, design writing."
COURSE_SECTION_DEFINITION-3-33061,Fall 2020,Undergraduate,Industrial Design,TBD,INDUS-3600-2 : MH: History of Design,Mara Holt Skov,Online,Seminar,Wed 8:00-11:00AM,3,20,19,Open,2020-09-02,2020-12-15,,"In History of Design students survey the major events, objects, themes and controversies that are the foundation for contemporary practice in Industrial Design. Beginning with the late 19th century English Arts and Crafts movement students study the ideas, individuals and institutions behind the leading movements in modern design. Topics include Arts &amp; Crafts, Art Nouveau, Art and Engineering, the Bauhaus, the emergence of American Industrial Design as a profession, design in post-war Italy, Germany, Japan and the United States, late 20th century Postmodernism, and will conclude with a survey of the state of the profession today. Examples are drawn from industrial products, architectural spaces, graphic images and information systems with a strong emphasis on the cultural context, philosophy, psychology, politics and the arts. Ultimately students will find that the history of design is not only about objects, but more importantly about ideas. Course material includes lectures, class discussion, and writing assignments. Skills reinforced: materials, manufacturing, design research, history of ID, meaning/semantics, design writing."
COURSE_SECTION_DEFINITION-3-34100,Spring 2021,Undergraduate,Industrial Design,TBD,INDUS-3980-1 : Pro Practice,Blake Hudelson | David E Gonzalez,Online,Internship,Mon 5:30-06:55PM,3,25,0,Open,2021-01-25,2021-05-09,,"In the Internship students have the opportunity to link their academic environment to professional practice. The Internship is typically taken the summer before senior year. In the spring of junior year, students are required to secure an Internship from a pre-approved industrial design firm, individual or corporation (or the equivalent). During the internship students are mentored and given the opportunity to work alongside designers in a variety of roles giving them valuable insights into the inner workings of industrial design. Skills reinforced: industry awareness."
COURSE_SECTION_DEFINITION-3-33062,Fall 2020,Undergraduate,Industrial Design,TBD,INDUS-3980-1 : Pro Practice,Suzanne Redding | Sandrine N Lebas,Online,Internship,Wed 9:00-11:00AM,3,12,6,Open,2020-09-02,2020-12-15,,"In the Internship students have the opportunity to link their academic environment to professional practice. The Internship is typically taken the summer before senior year. In the spring of junior year, students are required to secure an Internship from a pre-approved industrial design firm, individual or corporation (or the equivalent). During the internship students are mentored and given the opportunity to work alongside designers in a variety of roles giving them valuable insights into the inner workings of industrial design. Skills reinforced: industry awareness."
COURSE_SECTION_DEFINITION-3-33063,Fall 2020,Undergraduate,Industrial Design,TBD,INDUS-3980-2 : Pro Practice,Blake Hudelson | Sandrine N Lebas,Online,Internship,Mon 9:00-11:00AM,3,12,12,Closed,2020-09-02,2020-12-15,,"In the Internship students have the opportunity to link their academic environment to professional practice. The Internship is typically taken the summer before senior year. In the spring of junior year, students are required to secure an Internship from a pre-approved industrial design firm, individual or corporation (or the equivalent). During the internship students are mentored and given the opportunity to work alongside designers in a variety of roles giving them valuable insights into the inner workings of industrial design. Skills reinforced: industry awareness."
COURSE_SECTION_DEFINITION-3-33064,Fall 2020,Undergraduate,Industrial Design,TBD,INDUS-3980-3 : Pro Practice,Blake Hudelson | Sandrine N Lebas,Online,Internship,Tue 9:00-11:00AM,3,12,9,Open,2020-09-02,2020-12-15,,"In the Internship students have the opportunity to link their academic environment to professional practice. The Internship is typically taken the summer before senior year. In the spring of junior year, students are required to secure an Internship from a pre-approved industrial design firm, individual or corporation (or the equivalent). During the internship students are mentored and given the opportunity to work alongside designers in a variety of roles giving them valuable insights into the inner workings of industrial design. Skills reinforced: industry awareness."
COURSE_SECTION_DEFINITION-3-34101,Spring 2021,Undergraduate,Industrial Design,TBD,INDUS-4000-1 : ID5: Context,Matt Grigsby,Online,Studio,Thu 4:00-06:55PM,3,12,1,Open,2021-01-25,2021-05-09,,"In Industrial Design 5 students engage in a rigorous start-to-finish design process moving beyond object-oriented design and into real-world problem solving. ID 5 is the fifth in a series of six required design studios for ID majors and is taken the first semester of senior year. Students research and design the &#34;experience&#34; of a brand, product and interface for users, consumers and industry. Projects focus on identifying design opportunities, incorporating future technologies and creating meaningful brand and product experiences while explicitly addressing the physical, emotional and sensorial needs of their users. Students continue to expand and refine their analytical thinking, strategic design, presentation and story-telling abilities in 2D, 3D and 4D (time/motion) formats. ID 5 course work is often a sponsored project supported by external partner. Skills and knowledge introduced: human factors, interaction, point of view. Skills and knowledge reinforced: sketching, photography, 2D layout, information design, graphics, video/editing, business dynamics/value analysis, teamwork, leadership, industry awareness. Skills developed: modelmaking, prototyping, 3D form, 2D form, information design, storytelling, visual presentation, oral presentation, brand, materials, manufacturing, sustainability, design research, observational research, product development, ideation, brainstorming, individual and group critique, design strategy, energetics/life of a product, meaning/semantics, design writing."
COURSE_SECTION_DEFINITION-3-33065,Fall 2020,Undergraduate,Industrial Design,TBD,INDUS-4000-1 : ID5: Context,Ian MacColl,Online,Studio, Meeting Time TBD | Wed 9:00AM-03:00PM,3,12,11,Open,2020-09-02,2020-12-15,,"In Industrial Design 5 students engage in a rigorous start-to-finish design process moving beyond object-oriented design and into real-world problem solving. ID 5 is the fifth in a series of six required design studios for ID majors and is taken the first semester of senior year. Students research and design the &#34;experience&#34; of a brand, product and interface for users, consumers and industry. Projects focus on identifying design opportunities, incorporating future technologies and creating meaningful brand and product experiences while explicitly addressing the physical, emotional and sensorial needs of their users. Students continue to expand and refine their analytical thinking, strategic design, presentation and story-telling abilities in 2D, 3D and 4D (time/motion) formats. ID 5 course work is often a sponsored project supported by external partner. Skills and knowledge introduced: human factors, interaction, point of view. Skills and knowledge reinforced: sketching, photography, 2D layout, information design, graphics, video/editing, business dynamics/value analysis, teamwork, leadership, industry awareness. Skills developed: modelmaking, prototyping, 3D form, 2D form, information design, storytelling, visual presentation, oral presentation, brand, materials, manufacturing, sustainability, design research, observational research, product development, ideation, brainstorming, individual and group critique, design strategy, energetics/life of a product, meaning/semantics, design writing."
COURSE_SECTION_DEFINITION-3-33066,Fall 2020,Undergraduate,Industrial Design,TBD,INDUS-4000-2 : ID5: Context,Raffi Minasian,Online,Studio,Mon/Thu 7:15-10:15PM,3,12,15,Closed,2020-09-02,2020-12-15,,"In Industrial Design 5 students engage in a rigorous start-to-finish design process moving beyond object-oriented design and into real-world problem solving. ID 5 is the fifth in a series of six required design studios for ID majors and is taken the first semester of senior year. Students research and design the &#34;experience&#34; of a brand, product and interface for users, consumers and industry. Projects focus on identifying design opportunities, incorporating future technologies and creating meaningful brand and product experiences while explicitly addressing the physical, emotional and sensorial needs of their users. Students continue to expand and refine their analytical thinking, strategic design, presentation and story-telling abilities in 2D, 3D and 4D (time/motion) formats. ID 5 course work is often a sponsored project supported by external partner. Skills and knowledge introduced: human factors, interaction, point of view. Skills and knowledge reinforced: sketching, photography, 2D layout, information design, graphics, video/editing, business dynamics/value analysis, teamwork, leadership, industry awareness. Skills developed: modelmaking, prototyping, 3D form, 2D form, information design, storytelling, visual presentation, oral presentation, brand, materials, manufacturing, sustainability, design research, observational research, product development, ideation, brainstorming, individual and group critique, design strategy, energetics/life of a product, meaning/semantics, design writing."
COURSE_SECTION_DEFINITION-3-34102,Spring 2021,Undergraduate,Industrial Design,TBD,INDUS-4040-1 : Sr Project Research (Placeholder),,Online,Research,Mon 4:00-06:55PM,3,18,1,Open,2021-01-25,2021-05-09,,"In Senior Project Research students explore a common theme for a large-scale project that serves as the capstone of their undergraduate experience. Senior Project Research is taken the first semester of senior year and acts as the research prelude to the final design studio ID 6. At this level, students are expected to integrate all aspects of their education to date in a comprehensive plan for investigation and development of their Senior Project. Instructors mandate a common theme for all research, concept, and design work that the students complete during this course all of which are then further developed in ID 6. The project concept, support research and ideation are submitted as both public presentation and written artifact (often a book of compiled efforts) at the end of the semester. Upon the successful completion of Senior Project Research students will receive approval to continue on to ID 6. Skills developed: prototyping, information design, sustainability, design research, observational research, teamwork, leadership, ideation, brainstorming, time management, meaning/semantics, design writing, ethics, point of view."
COURSE_SECTION_DEFINITION-3-33069,Fall 2020,Undergraduate,Industrial Design,TBD,INDUS-4040-2 : Senior Project Research,Colin Owen | Hugo Eccles,Online,Research,Mon/Thu 4:00-07:00PM,3,12,12,Closed,2020-09-02,2020-12-15,,"In Senior Project Research students explore a common theme for a large-scale project that serves as the capstone of their undergraduate experience. Senior Project Research is taken the first semester of senior year and acts as the research prelude to the final design studio ID 6. At this level, students are expected to integrate all aspects of their education to date in a comprehensive plan for investigation and development of their Senior Project. Instructors mandate a common theme for all research, concept, and design work that the students complete during this course all of which are then further developed in ID 6. The project concept, support research and ideation are submitted as both public presentation and written artifact (often a book of compiled efforts) at the end of the semester. Upon the successful completion of Senior Project Research students will receive approval to continue on to ID 6. Skills developed: prototyping, information design, sustainability, design research, observational research, teamwork, leadership, ideation, brainstorming, time management, meaning/semantics, design writing, ethics, point of view."
COURSE_SECTION_DEFINITION-3-33070,Fall 2020,Undergraduate,Industrial Design,TBD,INDUS-4040-3 : Senior Project Research,Matt Grigsby | Alex Nah,Online,Research,Mon/Thu 4:00-07:00PM,3,12,13,Closed,2020-09-02,2020-12-15,,"In Senior Project Research students explore a common theme for a large-scale project that serves as the capstone of their undergraduate experience. Senior Project Research is taken the first semester of senior year and acts as the research prelude to the final design studio ID 6. At this level, students are expected to integrate all aspects of their education to date in a comprehensive plan for investigation and development of their Senior Project. Instructors mandate a common theme for all research, concept, and design work that the students complete during this course all of which are then further developed in ID 6. The project concept, support research and ideation are submitted as both public presentation and written artifact (often a book of compiled efforts) at the end of the semester. Upon the successful completion of Senior Project Research students will receive approval to continue on to ID 6. Skills developed: prototyping, information design, sustainability, design research, observational research, teamwork, leadership, ideation, brainstorming, time management, meaning/semantics, design writing, ethics, point of view."
COURSE_SECTION_DEFINITION-3-34104,Spring 2021,Undergraduate,Industrial Design,TBD,INDUS-4080-1 : Sr Thesis (Placeholder),,Online,Thesis,Mon/Thu 7:00-08:25PM,3,25,5,Open,2021-01-25,2021-05-09,,"In Senior Thesis students continue to refine their Senior Thesis Research subjects begun the prior semester into fully researched, prototyped and tested design solutions. Senior Thesis is the final in a series of required design studios for ID majors and is taken the final semester of senior year. At this level, students are expected to exhibit a high-degree of personal agency and thorough implementation as they continue to develop their Thesis projects through a series of experimental exercises, documentation, iterations, modeling and prototyping. Instructors in this course provide the conceptual framework and structure but act primarily as advisors - providing practical know-how, facilitating connections and positioning the student and the project for public exposure in the Senior Show, an event that introduces graduating seniors to the professional design community."
COURSE_SECTION_DEFINITION-3-33073,Fall 2020,Undergraduate,Industrial Design,TBD,INDUS-4080-2 : Industrial Design 6,Raffi Minasian,Online,Thesis,Tue/Fri 4:00-07:00PM,3,18,15,Open,2020-09-02,2020-12-15,,"In Senior Thesis students continue to refine their Senior Thesis Research subjects begun the prior semester into fully researched, prototyped and tested design solutions. Senior Thesis is the final in a series of required design studios for ID majors and is taken the final semester of senior year. At this level, students are expected to exhibit a high-degree of personal agency and thorough implementation as they continue to develop their Thesis projects through a series of experimental exercises, documentation, iterations, modeling and prototyping. Instructors in this course provide the conceptual framework and structure but act primarily as advisors - providing practical know-how, facilitating connections and positioning the student and the project for public exposure in the Senior Show, an event that introduces graduating seniors to the professional design community."
COURSE_SECTION_DEFINITION-3-33446,Fall 2020,Undergraduate,Interaction Design,TBD,IXDSN-1000-1 : Intro to Interaction Design,Joy Liu,Online,Studio,Mon/Thu 7:15-10:15PM,3,18,15,Open,2020-09-02,2020-12-15,,"New description as of FA20/21Interaction Designers design and build interactions for everything from business, to daily life to play. Interaction designers work across computer and web applications, mobile experiences, voice UI, internet of things devices and physical experiences or all of the above. Our Introduction to Interaction Design course takes a studio-based, collaborative, playful approach to learning about the Interaction Design major. Students get first-hand experience in investigative research, systemic thinking, creative prototyping, and hands-on building. During the class students explore the 5 dimensions of interaction while learning the human-centered design process in a variety of projects across a range of interactive canvases including web, mobile, physical devices, games and voice."
COURSE_SECTION_DEFINITION-3-34138,Spring 2021,Undergraduate,Interaction Design,TBD,IXDSN-1000-1 : Intro to Interaction Design,Gregory Cowley,Online,Studio,Mon/Thu 7:00-07:55PM,3,18,0,Open,2021-01-25,2021-05-09,,"Interaction designers design and build meaningful and innovative experiences in all realms of work, lifestyle, and play. This introduction course will take a studio-based, collaborative, playful approach to learning about the Interaction Design major. We will explore investigative research, systemic thinking, creative prototyping, and hands-on building. Our class projects will create through a number of different interactive canvases such as mobile, desktop, car, game console, kiosk, and apps. We will also investigate how interaction design plays an increasing role in adjacent design disciplines such as industrial, graphic, fashion, film, sculpture, gaming and architecture.**This class is fully asynchronous for Spring 2021**"
COURSE_SECTION_DEFINITION-3-33103,Fall 2020,Undergraduate,Interaction Design,TBD,IXDSN-2000-1 : Interaction Design 1: Foundations,Jorge Arango | Alexander Baumgardt,Online,Studio,Mon/Thu 12:00-03:00PM,3,15,14,Open,2020-09-02,2020-12-15,,"This course examines the fundamental principles and materials underlying the interactions between people, artifacts, and systems. Course work will introduce students to a variety of new tools and techniques that will facilitate the crafting of design interactions from user interfaces to user experiences. Through the design of interactive canvases such as mobile, desktop, car, game, console, kiosk, and apps, students gain an appreciation for the application of interaction design principles and tools and their respective strengths and weaknesses. In this course students experience hands-on making through early prototyping, exploring concepts with real people, communicating visually to explore concepts and presenting work in a professional manner. By examining existing situations and objects, and, using newly acquired interaction design sensibilities and vocabularies, students will begin to develop their own contextualized design perspectives and devise new solutions and strategies for addressing contemporary design issues."
COURSE_SECTION_DEFINITION-3-33104,Fall 2020,Undergraduate,Interaction Design,TBD,IXDSN-2000-2 : Interaction Design 1: Foundations,Kate Rutter,Online,Studio,Fri 12:00-03:00PM | Tue 12:00-03:00PM,3,15,12,Open,2020-09-02,2020-12-15,,"This course examines the fundamental principles and materials underlying the interactions between people, artifacts, and systems. Course work will introduce students to a variety of new tools and techniques that will facilitate the crafting of design interactions from user interfaces to user experiences. Through interface design of interactive canvases such as mobile, desktop, car, game, console, kiosk, and apps, students will gain an appreciation for the application of interaction design principles and tools, their respective strengths and weaknesses, and the prior and subsequent steps to using them. By examining existing situations and objects, and, using newly acquired interaction design sensibilities and vocabularies, students will begin to develop their own contextualized design perspectives and devise new solutions and strategies for addressing contemporary design issues. The interdisciplinary role of interaction design will continue to be explored through the study of adjacent fields such as industrial, graphic, fashion, film, sculpture, gaming, and architecture."
COURSE_SECTION_DEFINITION-3-34139,Spring 2021,Undergraduate,Interaction Design,TBD,IXDSN-2100-1 : Interaction Design 2: Systems,Michael Chanover,Online,Studio,Mon/Thu 6:00-06:55PM,3,15,0,Open,2021-01-25,2021-05-09,,"In Interaction Design Studio 2, students explore the design of systems, information and interface for human use. The design of systems is about mapping the flow of interactions and context, exploring the possible inputs and outputs and crafting a design response that is useful, appropriate and robust. Through the design of user scenarios, information flows, schematics, wireframes and functional specifications, students will learn the importance of information architecture and thorough systemic thinking for effective navigation, searching, and exploration of information. Students will also gain an understanding of the differences and synergies between design and the organization of information, and the ability to evaluate and analyze the success of a system to achieve the intended goals. Standard formats and tools such as universal modeling language, flows, wireframes, information architecture and graphical mapping will also be addressed."
COURSE_SECTION_DEFINITION-3-34140,Spring 2021,Undergraduate,Interaction Design,TBD,IXDSN-2100-2 : Interaction Design 2: Systems,Joy Liu,Online,Studio,Mon/Thu 6:00-06:55PM,3,15,0,Open,2021-01-25,2021-05-09,,"In Interaction Design Studio 2, students explore the design of systems, information and interface for human use. The design of systems is about mapping the flow of interactions and context, exploring the possible inputs and outputs and crafting a design response that is useful, appropriate and robust. Through the design of user scenarios, information flows, schematics, wireframes and functional specifications, students will learn the importance of information architecture and thorough systemic thinking for effective navigation, searching, and exploration of information. Students will also gain an understanding of the differences and synergies between design and the organization of information, and the ability to evaluate and analyze the success of a system to achieve the intended goals. Standard formats and tools such as universal modeling language, flows, wireframes, information architecture and graphical mapping will also be addressed."
COURSE_SECTION_DEFINITION-3-34142,Spring 2021,Undergraduate,Interaction Design,TBD,IXDSN-2200-1 : Time Studio 1: Story,Kate Rutter,Online,Studio,Mon/Thu 4:00-04:55PM,3,13,0,Open,2021-01-25,2021-05-09,,"In Time Studio 1, students will become well-versed in narrative and its fundamental role in temporal design and communication. This studio will explore storytelling and sense making, through visual and narrative presentation and communication, improv and performance, storyboarding and personas. Close examinations of traditional crafted story experiences, such as novels, cinema, comics, TV shows, and plays will form the foundation for investigations into the new forms of interactivity, such as web, hypertext, tangibility, interactive film and video games. In addition to storytelling skills, the course is also designed to cultivate the drawing skills required for storyboarding and wireframing. Students will have the opportunity to create their own communication pieces and interactive prototypes with the goal of designing communications and systems that move toward the development of collaborative and participatory story experiences. This course is taught concurrently with Design Research which is also a co-requisite."
COURSE_SECTION_DEFINITION-3-34143,Spring 2021,Undergraduate,Interaction Design,TBD,IXDSN-2200-2 : Time Studio 1: Story,Amy Bickerton | Jake Rheinfrank,Online,Studio,Mon/Thu 5:00-05:55PM,3,13,0,Open,2021-01-25,2021-05-09,,"In Time Studio 1, students will become well-versed in narrative and its fundamental role in temporal design and communication. This studio will explore storytelling and sense making, through visual and narrative presentation and communication, improv and performance, storyboarding and personas. Close examinations of traditional crafted story experiences, such as novels, cinema, comics, TV shows, and plays will form the foundation for investigations into the new forms of interactivity, such as web, hypertext, tangibility, interactive film and video games. In addition to storytelling skills, the course is also designed to cultivate the drawing skills required for storyboarding and wireframing. Students will have the opportunity to create their own communication pieces and interactive prototypes with the goal of designing communications and systems that move toward the development of collaborative and participatory story experiences. This course is taught concurrently with Design Research which is also a co-requisite."
